season,holiday,workingday,weather,temp,humidity,windspeed,count,hour,weekday
3,0,1,1,31.16,40,15.0013,181.0,09,1
3,0,1,1,32.8,31,15.0013,145.0,10,1
3,0,1,1,34.44,32,19.9995,127.0,13,1
3,0,1,1,35.26,30,19.0012,160.0,14,1
3,0,1,1,36.08,28,22.0028,169.0,15,1
3,0,1,1,35.26,36,19.0012,286.0,16,1
3,0,1,1,35.26,36,23.9994,872.0,17,1
3,0,1,1,34.44,39,26.0027,872.0,18,1
3,0,1,1,33.62,43,19.9995,338.0,19,1
3,0,1,1,32.8,46,16.9979,289.0,20,1
3,0,1,1,31.98,49,15.0013,255.0,21,1
3,0,1,1,31.16,55,8.9981,148.0,22,1
3,0,1,1,31.16,58,7.0015,103.0,23,1
3,0,1,2,31.98,52,11.0014,56.0,00,2
3,0,1,1,31.98,49,12.998,18.0,01,2
3,0,1,1,31.16,52,19.9995,11.0,02,2
3,0,1,1,29.52,58,11.0014,5.0,03,2
3,0,1,1,29.52,51,12.998,6.0,04,2
3,0,1,1,28.7,54,19.0012,33.0,05,2
3,0,1,1,28.7,54,15.0013,134.0,06,2
3,0,1,1,29.52,48,16.9979,336.0,07,2
3,0,1,1,30.34,42,16.9979,400.0,08,2
3,0,1,1,31.16,35,16.9979,181.0,09,2
3,0,1,1,33.62,30,19.0012,241.0,12,2
3,0,1,1,34.44,30,23.9994,188.0,13,2
3,0,1,1,34.44,28,15.0013,143.0,14,2
3,0,1,1,35.26,26,16.9979,195.0,15,2
3,0,1,1,35.26,25,11.0014,232.0,16,2
3,0,1,1,34.44,26,15.0013,583.0,17,2
3,0,1,1,33.62,28,7.0015,639.0,18,2
3,0,1,1,32.8,29,6.0032,414.0,19,2
3,0,1,1,31.16,45,15.0013,289.0,20,2
3,0,1,1,30.34,48,7.0015,392.0,21,2
3,0,1,1,30.34,45,6.0032,109.0,23,2
3,0,1,1,28.7,51,8.9981,47.0,00,3
3,0,1,1,29.52,54,7.0015,12.0,02,3
3,0,1,1,28.7,61,7.0015,9.0,04,3
3,0,1,1,28.7,65,7.0015,30.0,05,3
3,0,1,1,28.7,70,6.0032,122.0,06,3
3,0,1,1,29.52,70,11.0014,496.0,07,3
3,0,1,1,30.34,66,11.0014,703.0,08,3
3,0,1,1,31.98,59,12.998,273.0,09,3
3,0,1,1,32.8,55,19.0012,206.0,10,3
3,0,1,1,34.44,56,19.0012,142.0,11,3
3,0,1,1,34.44,53,16.9979,230.0,12,3
3,0,1,1,35.26,47,16.9979,161.0,13,3
3,0,1,2,34.44,49,16.9979,205.0,14,3
3,0,1,1,35.26,50,12.998,153.0,15,3
3,0,1,1,35.26,47,11.0014,203.0,16,3
3,0,1,1,34.44,53,12.998,597.0,17,3
3,0,1,1,34.44,56,15.0013,863.0,18,3
3,0,1,1,33.62,59,12.998,433.0,19,3
3,0,1,1,32.8,63,12.998,277.0,20,3
3,0,1,1,31.98,66,19.0012,343.0,21,3
3,0,1,1,31.16,70,16.9979,203.0,22,3
3,0,1,1,31.16,75,12.998,157.0,23,3
3,0,1,1,30.34,79,11.0014,103.0,00,4
3,0,1,1,30.34,79,8.9981,35.0,01,4
3,0,1,1,29.52,84,8.9981,10.0,04,4
3,0,1,2,30.34,79,6.0032,333.0,07,4
3,0,1,1,35.26,47,16.9979,415.0,09,4
3,0,1,1,36.9,42,19.0012,211.0,10,4
3,0,1,1,37.72,40,19.9995,265.0,11,4
3,0,1,1,39.36,31,19.0012,276.0,12,4
3,0,1,1,39.36,30,15.0013,276.0,14,4
3,0,1,1,39.36,30,16.9979,276.0,15,4
3,0,1,1,39.36,30,26.0027,489.0,16,4
3,0,1,1,39.36,30,19.9995,338.0,17,4
3,0,1,1,37.72,37,22.0028,792.0,18,4
3,0,1,1,36.9,42,15.0013,419.0,19,4
3,0,1,1,35.26,41,22.0028,279.0,20,4
3,0,1,1,33.62,46,11.0014,202.0,21,4
3,0,1,1,32.8,49,15.0013,158.0,22,4
3,0,1,1,31.98,52,7.0015,141.0,23,4
3,0,0,1,31.16,55,12.998,148.0,00,5
3,0,0,1,31.16,55,6.0032,125.0,01,5
3,0,0,1,31.16,55,7.0015,102.0,02,5
3,0,0,1,30.34,62,11.0014,28.0,03,5
3,0,0,1,29.52,66,11.0014,8.0,04,5
3,0,0,1,29.52,70,19.0012,13.0,05,5
3,0,0,1,29.52,70,19.9995,34.0,06,5
3,0,0,1,31.16,66,12.998,72.0,07,5
3,0,0,1,31.98,59,15.0013,163.0,08,5
3,0,0,1,33.62,46,19.9995,257.0,09,5
3,0,0,1,33.62,41,19.9995,272.0,10,5
3,0,0,1,34.44,36,12.998,378.0,11,5
3,0,0,1,34.44,32,11.0014,375.0,12,5
3,0,0,1,36.9,31,8.9981,445.0,15,5
3,0,0,1,36.9,27,15.0013,509.0,16,5
3,0,0,1,36.9,29,7.0015,350.0,17,5
3,0,0,1,36.08,28,12.998,379.0,18,5
3,0,0,1,30.34,33,15.0013,306.0,19,5
3,0,0,1,33.62,43,8.9981,342.0,20,5
3,0,0,1,32.8,49,11.0014,290.0,21,5
3,0,0,1,31.98,52,7.0015,322.0,22,5
3,0,0,1,31.16,55,6.0032,141.0,23,5
3,0,0,1,31.16,55,6.0032,188.0,00,6
3,0,0,1,30.34,62,6.0032,125.0,01,6
3,0,0,1,30.34,66,6.0032,97.0,02,6
3,0,0,1,30.34,58,8.9981,40.0,07,6
3,0,0,1,31.16,55,15.0013,131.0,08,6
3,0,0,1,34.44,36,11.0014,367.0,10,6
3,0,0,1,35.26,28,11.0014,375.0,11,6
3,0,0,1,36.9,25,12.998,434.0,12,6
3,0,0,1,36.9,24,8.9981,421.0,13,6
3,0,0,1,36.9,24,11.0014,445.0,14,6
3,0,0,1,37.72,18,19.9995,346.0,15,6
3,0,0,1,37.72,17,19.0012,314.0,16,6
3,0,0,1,37.72,16,11.0014,496.0,17,6
3,0,0,1,35.26,41,19.0012,491.0,18,6
3,0,0,1,32.8,55,22.0028,380.0,19,6
3,0,0,1,32.8,55,22.0028,263.0,20,6
3,0,0,1,31.98,59,19.9995,228.0,21,6
3,0,0,1,30.34,70,19.9995,123.0,22,6
3,0,0,1,30.34,66,15.0013,73.0,23,6
3,0,0,2,24.6,83,8.9981,28.0,06,5
3,0,0,1,29.52,62,7.0015,408.0,10,5
3,0,0,1,30.34,58,8.9981,472.0,12,5
3,0,0,1,31.16,55,8.9981,633.0,13,5
3,0,0,1,32.8,49,12.998,633.0,14,5
3,0,0,1,32.8,43,12.998,561.0,15,5
3,0,0,1,32.8,46,12.998,417.0,16,5
3,0,0,1,32.8,49,12.998,464.0,17,5
3,0,0,1,31.16,58,16.9979,361.0,18,5
3,0,0,1,30.34,62,12.998,316.0,19,5
3,0,0,1,30.34,62,15.0013,315.0,20,5
3,0,0,1,29.52,70,15.0013,239.0,21,5
3,0,0,2,28.7,74,12.998,195.0,22,5
3,0,0,1,28.7,74,8.9981,212.0,23,5
3,0,0,1,28.7,74,12.998,188.0,00,6
3,0,0,1,27.88,79,15.0013,124.0,01,6
3,0,0,1,27.88,79,12.998,61.0,02,6
3,0,0,1,27.06,83,15.0013,44.0,03,6
3,0,0,1,27.88,83,15.0013,14.0,04,6
3,0,0,1,27.06,89,19.9995,16.0,05,6
3,0,0,1,27.06,89,19.0012,4.0,06,6
3,0,0,1,27.88,83,19.9995,40.0,07,6
3,0,0,1,28.7,79,15.0013,93.0,08,6
3,0,0,1,29.52,74,15.0013,182.0,09,6
3,0,0,1,30.34,74,16.9979,184.0,10,6
3,0,0,1,32.8,63,19.0012,422.0,11,6
3,0,0,1,33.62,59,19.0012,422.0,12,6
3,0,0,1,32.8,59,27.9993,438.0,13,6
3,0,0,3,28.7,79,26.0027,458.0,14,6
3,0,0,1,28.7,84,19.0012,199.0,15,6
3,0,0,1,29.52,79,11.0014,229.0,16,6
3,0,0,1,29.52,79,8.9981,229.0,17,6
3,0,0,1,29.52,79,16.9979,260.0,18,6
3,0,0,1,29.52,70,16.9979,329.0,19,6
3,0,0,1,28.7,79,16.9979,207.0,20,6
3,0,0,1,28.7,79,16.9979,204.0,21,6
3,0,0,2,28.7,79,12.998,167.0,22,6
3,0,0,1,28.7,74,11.0014,94.0,23,6
3,0,1,1,27.88,79,11.0014,48.0,00,0
3,0,1,1,27.88,79,6.0032,12.0,01,0
3,0,1,2,28.7,65,7.0015,16.0,02,0
3,0,1,3,28.7,65,8.9981,6.0,03,0
3,0,1,1,27.88,65,12.998,5.0,04,0
3,0,1,1,27.06,65,23.9994,29.0,05,0
3,0,1,1,27.06,61,19.9995,96.0,06,0
3,0,1,1,27.06,61,22.0028,329.0,07,0
3,0,1,1,27.06,61,22.0028,350.0,08,0
3,0,1,1,27.88,54,16.9979,362.0,09,0
3,0,1,1,28.7,48,19.0012,142.0,10,0
3,0,1,1,29.52,34,22.0028,188.0,11,0
3,0,1,1,30.34,35,26.0027,160.0,12,0
3,0,1,1,30.34,30,31.0009,233.0,13,0
3,0,1,1,30.34,30,26.0027,160.0,14,0
3,0,1,1,30.34,30,19.9995,160.0,15,0
3,0,1,1,30.34,30,26.0027,537.0,16,0
3,0,1,1,30.34,27,22.0028,367.0,17,0
3,0,1,1,29.52,28,19.9995,367.0,18,0
3,0,1,1,28.7,30,19.0012,424.0,19,0
3,0,1,1,27.06,34,12.998,391.0,20,0
3,0,1,1,26.24,38,12.998,152.0,21,0
3,0,1,1,26.24,38,19.9995,92.0,22,0
3,0,1,1,25.42,41,16.9979,68.0,23,0
3,0,1,1,24.6,43,12.998,32.0,00,1
3,0,1,1,23.78,49,12.998,19.0,01,1
3,0,1,1,22.96,52,12.998,6.0,02,1
3,0,1,1,22.96,52,19.0012,3.0,03,1
3,0,1,1,22.14,56,11.0014,5.0,04,1
3,0,1,1,22.14,56,12.998,36.0,05,1
3,0,1,1,22.14,60,12.998,114.0,06,1
3,0,1,1,24.6,49,12.998,399.0,07,1
3,0,1,1,28.7,34,7.0015,248.0,11,1
3,0,1,1,28.7,39,6.0032,317.0,12,1
3,0,1,1,29.52,30,7.0015,329.0,13,1
3,0,1,1,29.52,30,6.0032,256.0,14,1
3,0,1,1,29.52,34,15.0013,312.0,15,1
3,0,1,1,29.52,32,8.9981,489.0,16,1
3,0,1,1,29.52,34,15.0013,944.0,17,1
3,0,1,1,29.52,34,12.998,944.0,18,1
3,0,1,1,27.06,50,15.0013,387.0,19,1
3,0,1,1,26.24,53,16.9979,298.0,20,1
3,0,1,1,25.42,57,8.9981,153.0,22,1
3,0,1,1,25.42,61,8.9981,111.0,23,1
3,0,1,1,25.42,57,8.9981,23.0,00,2
3,0,1,1,24.6,60,7.0015,22.0,01,2
3,0,1,1,23.78,68,8.9981,10.0,02,2
3,0,1,1,23.78,68,8.9981,13.0,03,2
3,0,1,1,22.96,73,7.0015,10.0,04,2
3,0,1,1,22.96,73,7.0015,24.0,05,2
3,0,1,1,24.6,64,6.0032,309.0,07,2
3,0,1,1,25.42,69,8.9981,433.0,08,2
3,0,1,1,26.24,69,16.9979,363.0,09,2
3,0,1,1,28.7,58,19.0012,112.0,10,2
3,0,1,1,29.52,54,19.9995,142.0,11,2
3,0,1,1,30.34,55,22.0028,174.0,12,2
3,0,1,1,31.16,48,27.9993,233.0,13,2
3,0,1,1,31.16,48,27.9993,183.0,14,2
3,0,1,1,31.16,48,30.0026,183.0,15,2
3,0,1,1,31.16,52,27.9993,284.0,16,2
3,0,1,1,31.16,52,23.9994,556.0,17,2
3,0,1,1,30.34,55,19.9995,556.0,18,2
3,0,1,1,30.34,55,19.9995,348.0,19,2
3,0,1,1,29.52,58,19.9995,281.0,20,2
3,0,1,1,28.7,61,23.9994,316.0,21,2
3,0,1,1,28.7,65,23.9994,172.0,22,2
3,0,1,1,27.88,69,19.9995,106.0,23,2
3,0,1,1,27.88,74,19.9995,91.0,00,3
3,0,1,1,27.88,69,26.0027,43.0,01,3
3,0,1,1,27.88,69,26.0027,19.0,02,3
3,0,1,1,27.06,74,22.0028,5.0,03,3
3,0,1,1,27.06,78,26.0027,5.0,04,3
3,0,1,1,27.06,83,27.9993,23.0,05,3
3,0,1,1,27.06,83,22.0028,160.0,06,3
3,0,1,2,27.88,79,22.0028,501.0,07,3
3,0,1,2,28.7,74,19.9995,421.0,08,3
3,0,1,2,29.52,70,19.9995,324.0,09,3
3,0,1,2,30.34,66,19.9995,122.0,10,3
3,0,1,1,28.7,79,7.0015,119.0,13,3
3,0,1,2,29.52,84,8.9981,432.0,18,3
3,0,1,2,27.06,78,22.0028,559.0,19,3
3,0,1,1,26.24,78,23.9994,407.0,20,3
3,0,1,1,26.24,78,19.0012,246.0,21,3
3,0,1,1,25.42,83,6.0032,173.0,23,3
3,0,1,1,25.42,83,8.9981,97.0,00,4
3,0,1,1,25.42,88,8.9981,12.0,02,4
3,0,1,1,24.6,88,7.0015,5.0,03,4
3,0,1,1,27.06,83,7.0015,720.0,08,4
3,0,1,1,30.34,66,6.0032,131.0,10,4
3,0,1,2,31.16,66,7.0015,214.0,12,4
3,0,1,2,31.98,59,7.0015,291.0,13,4
3,0,1,2,32.8,59,12.998,291.0,15,4
3,0,1,1,31.98,62,7.0015,382.0,16,4
3,0,1,1,30.34,74,16.9979,265.0,17,4
3,0,1,2,30.34,74,8.9981,265.0,18,4
3,0,1,1,29.52,79,7.0015,420.0,19,4
3,0,1,1,29.52,79,6.0032,357.0,20,4
3,0,1,1,29.52,79,11.0014,297.0,21,4
3,0,1,1,29.52,79,7.0015,234.0,22,4
3,0,1,1,28.7,84,6.0032,197.0,23,4
3,0,0,1,28.7,84,7.0015,160.0,00,5
3,0,0,1,28.7,84,11.0014,123.0,01,5
3,0,0,1,28.7,84,12.998,85.0,02,5
3,0,0,2,28.7,84,15.0013,44.0,03,5
3,0,0,2,28.7,84,15.0013,7.0,04,5
3,0,0,2,28.7,84,19.9995,18.0,05,5
3,0,0,2,28.7,84,19.9995,39.0,06,5
3,0,0,2,28.7,84,23.9994,22.0,07,5
3,0,0,2,28.7,84,16.9979,152.0,08,5
3,0,0,2,28.7,84,27.9993,209.0,09,5
3,0,0,2,28.7,79,31.0009,250.0,10,5
3,0,0,3,27.06,89,27.9993,513.0,11,5
3,0,0,3,27.06,83,32.9975,163.0,12,5
3,0,0,3,27.06,83,26.0027,163.0,13,5
3,0,0,3,26.24,89,36.9974,513.0,14,5
3,0,0,3,26.24,89,36.9974,513.0,15,5
3,0,0,3,26.24,89,35.0008,168.0,16,5
3,0,0,3,26.24,89,55.9986,168.0,17,5
3,0,0,3,25.42,83,23.9994,261.0,07,6
3,0,0,3,25.42,83,27.9993,261.0,08,6
3,0,0,1,27.06,74,27.9993,224.0,09,6
3,0,0,1,28.7,61,40.9973,365.0,10,6
3,0,0,1,28.7,58,26.0027,258.0,11,6
3,0,0,1,30.34,51,26.0027,421.0,12,6
3,0,0,1,31.16,45,23.9994,368.0,13,6
3,0,0,1,31.98,43,27.9993,325.0,14,6
3,0,0,1,31.98,43,23.9994,325.0,15,6
3,0,0,1,32.8,36,26.0027,535.0,16,6
3,0,0,1,31.16,40,19.9995,636.0,17,6
3,0,0,1,30.34,42,15.0013,572.0,18,6
3,0,0,1,29.52,48,7.0015,286.0,19,6
3,0,0,1,29.52,45,7.0015,333.0,20,6
3,0,0,1,27.06,61,8.9981,247.0,21,6
3,0,0,1,26.24,69,7.0015,123.0,22,6
3,0,0,1,25.42,73,7.0015,109.0,23,6
3,0,1,1,25.42,73,7.0015,30.0,00,0
3,0,1,1,24.6,69,7.0015,22.0,01,0
3,0,1,1,24.6,69,12.998,7.0,02,0
3,0,1,1,24.6,69,7.0015,12.0,03,0
3,0,1,1,22.96,68,8.9981,6.0,04,0
3,0,1,1,22.96,73,8.9981,41.0,05,0
3,0,1,1,22.96,73,8.9981,141.0,06,0
3,0,1,1,24.6,60,15.0013,518.0,07,0
3,0,1,1,25.42,57,16.9979,731.0,08,0
3,0,1,1,25.42,53,16.9979,362.0,09,0
3,0,1,1,27.06,47,15.0013,214.0,10,0
3,0,1,1,27.06,47,11.0014,228.0,11,0
3,0,1,2,27.88,44,11.0014,298.0,12,0
3,0,1,1,28.7,42,11.0014,319.0,15,0
3,0,1,1,29.52,42,11.0014,567.0,16,0
3,0,1,2,28.7,47,15.0013,571.0,17,0
3,0,1,1,27.06,47,16.9979,571.0,18,0
3,0,1,1,27.06,47,16.9979,480.0,19,0
3,0,1,1,26.24,53,11.0014,298.0,20,0
3,0,1,1,26.24,53,12.998,185.0,21,0
3,0,1,1,25.42,57,8.9981,135.0,22,0
3,0,1,1,24.6,60,6.0032,47.0,23,0
3,0,1,1,22.96,73,8.9981,32.0,00,1
3,0,1,1,22.96,68,7.0015,22.0,01,1
3,0,1,1,22.14,73,7.0015,6.0,02,1
3,0,1,1,22.14,73,12.998,5.0,03,1
3,0,1,1,21.32,77,11.0014,5.0,04,1
3,0,1,1,21.32,77,6.0032,39.0,05,1
3,0,1,1,22.14,73,7.0015,123.0,06,1
3,0,1,1,22.96,68,8.9981,493.0,07,1
3,0,1,1,25.42,57,8.9981,674.0,08,1
3,0,1,1,27.06,50,15.0013,359.0,09,1
3,0,1,1,28.7,39,15.0013,112.0,10,1
3,0,1,1,29.52,37,12.998,149.0,11,1
3,0,1,1,30.34,35,7.0015,243.0,13,1
3,0,1,1,30.34,33,11.0014,243.0,14,1
3,0,1,1,30.34,35,15.0013,275.0,15,1
3,0,1,1,30.34,37,11.0014,510.0,16,1
3,0,1,1,29.52,42,12.998,944.0,17,1
3,0,1,1,28.7,45,11.0014,544.0,18,1
3,0,1,1,27.06,50,6.0032,437.0,19,1
3,0,1,1,26.24,65,6.0032,209.0,21,1
3,0,1,1,22.14,83,6.0032,58.0,05,2
3,0,1,1,26.24,69,6.0032,208.0,09,2
3,0,1,1,28.7,45,7.0015,204.0,10,2
3,0,1,1,29.52,42,8.9981,129.0,11,2
3,0,1,1,30.34,43,8.9981,293.0,12,2
3,0,1,1,30.34,37,7.0015,193.0,13,2
3,0,1,1,30.34,40,8.9981,193.0,14,2
3,0,1,1,30.34,40,8.9981,193.0,15,2
3,0,1,1,30.34,42,8.9981,567.0,16,2
3,0,1,1,29.52,45,8.9981,826.0,17,2
3,0,1,1,28.7,51,15.0013,847.0,18,2
3,0,1,1,34.44,47,16.9979,534.0,19,2
3,0,1,1,27.06,57,8.9981,471.0,20,2
3,0,1,1,27.06,61,6.0032,209.0,21,2
3,0,1,1,24.6,78,7.0015,134.0,23,2
3,0,1,2,22.96,73,11.0014,36.0,00,1
3,0,1,2,22.14,88,11.0014,13.0,01,1
3,0,1,2,22.14,88,11.0014,3.0,02,1
3,0,1,2,22.14,83,15.0013,5.0,03,1
3,0,1,1,22.14,88,12.998,5.0,04,1
3,0,1,2,22.14,88,12.998,22.0,05,1
3,0,1,2,22.14,88,12.998,110.0,06,1
3,0,1,2,22.14,88,11.0014,359.0,07,1
3,0,1,3,22.14,94,16.9979,157.0,08,1
3,0,1,3,22.14,94,15.0013,203.0,09,1
3,0,1,3,22.96,88,11.0014,37.0,10,1
3,0,1,3,22.96,88,11.0014,37.0,11,1
3,0,1,2,22.96,94,11.0014,103.0,12,1
3,0,1,2,22.96,94,8.9981,103.0,13,1
3,0,1,2,23.78,88,12.998,105.0,14,1
3,0,1,2,25.42,78,7.0015,119.0,15,1
3,0,1,2,24.6,83,11.0014,142.0,16,1
3,0,1,1,24.6,83,7.0015,145.0,17,1
3,0,1,1,24.6,83,7.0015,282.0,18,1
3,0,1,2,22.14,94,6.0032,7.0,03,2
3,0,1,2,22.14,100,8.9981,5.0,04,2
3,0,1,2,22.14,100,11.0014,17.0,05,2
3,0,1,2,22.14,100,12.998,58.0,06,2
3,0,1,2,22.14,100,12.998,235.0,07,2
3,0,1,2,22.14,100,7.0015,415.0,08,2
3,0,1,2,22.96,100,6.0032,66.0,09,2
3,0,1,2,25.42,83,11.0014,66.0,11,2
3,0,1,2,26.24,78,6.0032,119.0,12,2
3,0,1,2,27.06,74,11.0014,141.0,13,2
3,0,1,2,27.06,74,12.998,185.0,14,2
3,0,1,2,27.06,74,7.0015,246.0,15,2
3,0,1,2,27.06,74,7.0015,223.0,16,2
3,0,1,3,27.06,74,11.0014,264.0,17,2
3,0,1,3,26.24,83,11.0014,493.0,18,2
3,0,1,2,24.6,100,6.0032,86.0,21,2
3,0,1,1,24.6,94,7.0015,70.0,23,2
3,0,1,1,24.6,94,7.0015,30.0,00,3
3,0,1,2,24.6,94,6.0032,26.0,01,3
3,0,1,2,24.6,94,7.0015,8.0,02,3
3,0,1,2,24.6,94,6.0032,4.0,03,3
3,0,1,2,24.6,94,6.0032,4.0,04,3
3,0,1,2,24.6,94,7.0015,42.0,05,3
3,0,1,2,24.6,100,8.9981,58.0,06,3
3,0,1,2,24.6,100,7.0015,293.0,07,3
3,0,1,2,24.6,100,11.0014,415.0,08,3
3,0,1,2,25.42,94,12.998,66.0,09,3
3,0,1,2,26.24,89,15.0013,99.0,10,3
3,0,1,2,26.24,89,12.998,66.0,11,3
3,0,1,2,27.06,83,11.0014,119.0,12,3
3,0,1,2,27.06,83,12.998,138.0,13,3
3,0,1,2,27.06,83,15.0013,138.0,14,3
3,0,1,2,27.88,79,11.0014,119.0,15,3
3,0,1,2,27.88,74,8.9981,223.0,16,3
3,0,1,2,27.06,78,6.0032,273.0,17,3
3,0,1,2,26.24,83,7.0015,227.0,18,3
3,0,1,2,26.24,89,6.0032,227.0,19,3
3,0,1,2,25.42,94,8.9981,90.0,20,3
3,0,1,2,26.24,89,6.0032,129.0,21,3
3,0,1,2,25.42,100,6.0032,161.0,22,3
4,0,1,2,25.42,94,6.0032,40.0,00,4
4,0,1,2,24.6,100,7.0015,12.0,02,4
4,0,1,2,25.42,94,6.0032,141.0,06,4
4,0,1,3,25.42,94,8.9981,196.0,07,4
4,0,1,3,25.42,94,8.9981,196.0,08,4
4,0,1,3,25.42,100,8.9981,124.0,09,4
4,0,1,3,25.42,100,7.0015,50.0,10,4
4,0,1,3,25.42,100,7.0015,50.0,11,4
4,0,1,3,25.42,94,7.0015,50.0,12,4
4,0,1,3,24.6,100,6.0032,70.0,13,4
4,0,1,3,24.6,100,6.0032,70.0,14,4
4,0,1,3,25.42,94,7.0015,50.0,15,4
4,0,1,1,25.42,94,8.9981,296.0,19,4
4,0,1,1,24.6,100,11.0014,86.0,21,4
4,0,1,1,24.6,94,11.0014,161.0,22,4
4,0,1,2,23.78,100,8.9981,107.0,23,4
4,0,0,1,23.78,100,6.0032,208.0,00,5
4,0,0,2,23.78,94,6.0032,54.0,01,5
4,0,0,2,23.78,94,6.0032,65.0,02,5
4,0,0,1,22.96,94,7.0015,8.0,04,5
4,0,0,2,22.96,94,7.0015,9.0,05,5
4,0,0,2,22.96,94,7.0015,31.0,06,5
4,0,0,2,22.96,88,7.0015,42.0,07,5
4,0,0,2,23.78,90,6.0032,198.0,08,5
4,0,0,2,24.6,88,6.0032,101.0,09,5
4,0,0,2,24.6,88,6.0032,288.0,10,5
4,0,0,2,25.42,83,6.0032,405.0,11,5
4,0,0,2,25.42,83,6.0032,405.0,12,5
4,0,0,2,27.06,74,8.9981,389.0,14,5
4,0,0,2,27.06,74,8.9981,389.0,15,5
4,0,0,2,26.24,78,6.0032,344.0,16,5
4,0,0,1,27.06,74,7.0015,344.0,17,5
4,0,0,1,26.24,78,7.0015,378.0,18,5
4,0,0,1,25.42,83,6.0032,108.0,21,5
4,0,0,2,24.6,88,6.0032,107.0,23,5
4,0,0,2,24.6,88,7.0015,54.0,01,6
4,0,0,3,24.6,94,8.9981,17.0,04,6
4,0,0,1,24.6,88,6.0032,40.0,05,6
4,0,0,2,24.6,88,7.0015,7.0,06,6
4,0,0,2,24.6,94,8.9981,42.0,07,6
4,0,0,2,27.06,78,8.9981,339.0,11,6
4,0,0,1,26.24,83,8.9981,234.0,19,6
4,0,0,1,26.24,83,6.0032,207.0,20,6
4,0,0,1,25.42,94,6.0032,86.0,21,6
4,0,0,1,25.42,88,6.0032,176.0,22,6
4,0,0,2,25.42,94,7.0015,109.0,23,6
4,0,1,2,25.42,88,7.0015,14.0,01,0
4,0,1,2,25.42,88,7.0015,10.0,02,0
4,0,1,2,25.42,94,6.0032,9.0,04,0
4,0,1,2,25.42,94,6.0032,109.0,06,0
4,0,1,2,26.24,89,12.998,364.0,09,0
4,0,1,2,26.24,89,12.998,171.0,10,0
4,0,1,1,27.88,79,15.0013,152.0,11,0
4,0,1,2,27.88,79,11.0014,147.0,12,0
4,0,1,2,28.7,74,11.0014,206.0,13,0
4,0,1,1,28.7,70,11.0014,206.0,14,0
4,0,1,1,29.52,62,8.9981,322.0,15,0
4,0,1,1,28.7,65,11.0014,479.0,16,0
4,0,1,1,28.7,70,8.9981,811.0,17,0
4,0,1,1,27.06,83,7.0015,124.0,18,0
4,0,1,1,27.06,82,6.0032,124.0,19,0
4,0,1,1,26.24,89,8.9981,387.0,20,0
4,0,1,1,26.24,89,8.9981,275.0,21,0
4,0,1,1,25.42,94,8.9981,241.0,22,0
4,0,1,1,25.42,94,8.9981,103.0,23,0
4,0,1,1,25.42,94,8.9981,39.0,00,1
4,0,1,1,25.42,94,11.0014,20.0,01,1
4,0,1,1,25.42,94,7.0015,10.0,02,1
4,0,1,3,25.42,94,6.0032,4.0,04,1
4,0,1,3,25.42,94,6.0032,15.0,05,1
4,0,1,2,25.42,94,7.0015,162.0,06,1
4,0,1,2,25.42,94,7.0015,494.0,07,1
4,0,1,2,26.24,89,7.0015,619.0,08,1
4,0,1,3,26.24,89,12.998,329.0,09,1
4,0,1,3,26.24,94,11.0014,46.0,10,1
4,0,1,2,27.06,89,7.0015,171.0,11,1
4,0,1,2,27.06,89,8.9981,155.0,12,1
4,0,1,2,28.7,74,15.0013,301.0,13,1
4,0,1,2,27.88,79,7.0015,176.0,14,1
4,0,1,2,27.88,83,6.0032,163.0,15,1
4,0,1,2,27.06,83,12.998,142.0,16,1
4,0,1,2,27.06,89,12.998,142.0,17,1
4,0,1,2,26.24,89,15.0013,325.0,18,1
4,0,1,2,26.24,89,8.9981,282.0,19,1
4,0,1,1,24.6,88,6.0032,129.0,22,1
4,0,1,1,24.6,88,6.0032,103.0,23,1
4,0,1,1,24.6,88,16.9979,3.0,02,2
4,0,1,2,24.6,94,6.0032,8.0,03,2
4,0,1,3,24.6,94,11.0014,134.0,06,2
4,0,1,3,24.6,94,11.0014,135.0,07,2
4,0,1,3,25.42,94,15.0013,329.0,08,2
4,0,1,3,25.42,94,15.0013,329.0,09,2
4,0,1,2,27.06,83,7.0015,178.0,11,2
4,0,1,1,28.7,74,16.9979,280.0,13,2
4,0,1,1,29.52,62,16.9979,268.0,14,2
4,0,1,1,28.7,70,8.9981,320.0,15,2
4,0,1,1,28.7,70,12.998,479.0,16,2
4,0,1,1,28.7,70,15.0013,514.0,17,2
4,0,1,3,27.06,83,16.9979,269.0,18,2
4,0,1,3,27.06,83,16.9979,269.0,19,2
4,0,1,3,24.6,83,19.9995,146.0,20,2
4,0,1,3,24.6,88,16.9979,146.0,21,2
4,0,1,1,24.6,88,6.0032,129.0,22,2
4,0,1,1,24.6,94,8.9981,100.0,23,2
4,0,1,1,24.6,94,12.998,30.0,00,3
4,0,1,2,24.6,100,12.998,26.0,01,3
4,0,1,2,24.6,100,12.998,7.0,02,3
4,0,1,2,24.6,94,12.998,7.0,03,3
4,0,1,2,24.6,88,12.998,9.0,04,3
4,0,1,2,24.6,88,7.0015,32.0,05,3
4,0,1,2,24.6,88,6.0032,178.0,06,3
4,0,1,1,24.6,88,8.9981,293.0,07,3
4,0,1,1,25.42,78,16.9979,208.0,09,3
4,0,1,1,26.24,65,12.998,139.0,10,3
4,0,1,1,25.42,61,12.998,202.0,11,3
